,msrp,Number of speeds,Horse Power,Fuel tank capacity,City,Highway,Total Seating Capacity,Overall height,Overall Length,Overall Width,Wheelbase,Recommended fuel,img,model,year
2019 Audi A4 allroad - 2.0T Premium,45700.0,7.0,248.0,15.3,22.0,29.0,5.0,58.8,187.0,72.5,110.9,2.0,img.autobytel.com/2019/audi/a4-allroad/2-550-oemexteriorfront1300-89669.jpg,2019 Audi A4 allroad,2019
2018 Audi A4 allroad - 2.0T Premium,44500.0,7.0,252.0,15.3,22.0,30.0,5.0,58.8,187.0,72.5,110.9,2.0,img.autobytel.com/2018/audi/a4-allroad/2-550-oemexteriorfront1300-83716.jpg,2018 Audi A4 allroad,2018
2018 Audi A4 allroad - Tech,47200.0,7.0,252.0,15.3,22.0,30.0,5.0,58.8,187.0,72.5,110.9,2.0,img.autobytel.com/2018/audi/a4-allroad/2-550-oemexteriorfront1300-87984.jpg,2018 Audi A4 allroad,2018
2017 Audi A4 allroad - 2.0T Premium,44000.0,7.0,252.0,15.3,23.0,28.0,5.0,58.8,187.0,72.5,110.9,2.0,img.autobytel.com/2017/audi/a4-allroad/2-550-oemexteriorfront1300-81833.jpg,2017 Audi A4 allroad,2017
2023 Audi A6 - 45,56900.0,7.0,261.0,19.3,24.0,31.0,5.0,57.4,194.4,74.3,115.1,2.0,img.autobytel.com/2023/audi/a6/2-550-oem-exterior-34-front-white-background1311-100580.jpg,2023 Audi A6,2023
2023 Audi A6 - 55,60800.0,7.0,335.0,19.3,21.0,30.0,5.0,57.4,194.4,74.3,115.1,2.0,img.autobytel.com/2023/audi/a6/2-550-oem-exterior-34-front-white-background1311-100581.jpg,2023 Audi A6,2023
2022 Audi A6 - 45,55900.0,7.0,261.0,19.3,23.0,32.0,5.0,57.4,194.4,74.3,115.1,2.0,img.autobytel.com/2022/audi/a6/2-550-oem-exterior-front1300-97737.jpg,2022 Audi A6,2022
2022 Audi A6 - 55,59800.0,7.0,335.0,19.3,21.0,30.0,5.0,57.4,194.4,74.3,115.1,2.0,img.autobytel.com/2022/audi/a6/2-550-oem-exterior-front1300-97738.jpg,2022 Audi A6,2022
2021 Audi A6 - 45,54900.0,7.0,248.0,19.3,23.0,31.0,5.0,57.4,194.4,74.3,115.1,2.0,img.autobytel.com/2021/audi/a6/2-550-oemexteriorfront1300-93895.JPG,2021 Audi A6,2021
2021 Audi A6 - 55,59800.0,7.0,335.0,19.3,22.0,29.0,5.0,57.4,194.4,74.3,115.1,2.0,img.autobytel.com/2021/audi/a6/2-550-oemexteriorfront1300-93896.JPG,2021 Audi A6,2021
2021 Audi A6 - 45 Sport,54900.0,7.0,261.0,19.3,23.0,31.0,5.0,57.4,194.4,74.3,115.1,2.0,img.autobytel.com/2021/audi/a6/2-550-oem-exterior-front1300-96434.jpg,2021 Audi A6,2021
2020 Audi A6 - 55,59800.0,7.0,335.0,19.3,22.0,29.0,5.0,57.4,194.4,74.3,115.1,2.0,img.autobytel.com/2020/audi/a6/2-550-oemexteriorfront1300-92559.JPG,2020 Audi A6,2020
2020 Audi A6 - 45,54900.0,7.0,248.0,19.3,24.0,32.0,5.0,57.4,194.4,74.3,115.1,2.0,img.autobytel.com/2020/audi/a6/2-550-oemexteriorfront1300-92618.JPG,2020 Audi A6,2020
2019 Audi A6 - 55,58900.0,7.0,335.0,19.3,22.0,29.0,5.0,57.4,194.4,74.3,115.1,2.0,img.autobytel.com/2019/audi/a6/2-550-oemexteriorfront1300-89056.jpg,2019 Audi A6,2019
2019 Audi A6 - 45,54100.0,7.0,248.0,19.3,24.0,32.0,5.0,57.4,194.4,74.3,115.1,2.0,img.autobytel.com/2019/audi/a6/2-550-oemexteriorfront1300-91796.JPG,2019 Audi A6,2019
2018 Audi A6 - 2.0T Premium quattro Sedan,51900.0,8.0,252.0,19.8,22.0,31.0,5.0,57.8,194.2,73.8,114.6,2.0,img.autobytel.com/2018/audi/a6/2-550-oemexteriorfront1300-83698.jpg,2018 Audi A6,2018
2018 Audi A6 - 3.0T Premium quattro Sedan,56500.0,8.0,340.0,19.8,20.0,29.0,5.0,57.8,194.2,73.8,114.6,2.0,img.autobytel.com/2018/audi/a6/2-550-oemexteriorfront1300-83699.jpg,2018 Audi A6,2018
2018 Audi A6 - Premium FWD Sedan,49700.0,7.0,252.0,19.8,25.0,34.0,5.0,57.8,194.2,73.8,114.6,2.0,img.autobytel.com/2018/audi/a6/2-550-oemexteriorfront1300-83700.jpg,2018 Audi A6,2018
2018 Audi A6 - 2.0T Sport quattro Sedan,53400.0,8.0,252.0,19.8,22.0,31.0,5.0,57.8,194.2,73.8,114.6,2.0,img.autobytel.com/2018/audi/a6/2-550-oemexteriorfront1300-85901.jpg,2018 Audi A6,2018
2018 Audi A6 - 3.0T Sport quattro Sedan,58000.0,8.0,340.0,19.8,20.0,29.0,5.0,57.8,194.2,73.8,114.6,2.0,img.autobytel.com/2018/audi/a6/2-550-oemexteriorfront1300-85902.jpg,2018 Audi A6,2018
2018 Audi A6 - Sport FWD Sedan,51200.0,7.0,252.0,19.8,25.0,34.0,5.0,57.8,194.2,73.8,114.6,2.0,img.autobytel.com/2018/audi/a6/2-550-oemexteriorfront1300-85903.jpg,2018 Audi A6,2018
2017 Audi A6 - 2.0T Premium quattro Sedan,49800.0,8.0,252.0,19.8,22.0,31.0,5.0,57.8,194.2,73.8,114.6,2.0,img.autobytel.com/2017/audi/a6/2-550-oemexteriorfront1300-80654.jpg,2017 Audi A6,2017
2017 Audi A6 - 3.0T Premium Plus quattro Sedan,58600.0,8.0,333.0,19.8,21.0,29.0,5.0,57.8,194.2,73.8,114.6,2.0,img.autobytel.com/2017/audi/a6/2-550-oemexteriorfront1300-80655.jpg,2017 Audi A6,2017
2017 Audi A6 - 3.0T Competition Prestige quattro Sedan,67600.0,8.0,340.0,19.8,21.0,29.0,5.0,57.8,194.2,73.8,114.6,2.0,img.autobytel.com/2017/audi/a6/2-550-oemexteriorfront1300-80656.jpg,2017 Audi A6,2017
2017 Audi A6 - FWD Sedan,47600.0,7.0,252.0,19.8,24.0,34.0,5.0,57.8,194.2,73.8,114.6,2.0,img.autobytel.com/2017/audi/a6/2-550-oemexteriorfront1300-80657.jpg,2017 Audi A6,2017
2016 Audi A6 - 2.0T quattro Sedan,48400.0,8.0,252.0,19.8,22.0,32.0,5.0,57.8,194.2,73.8,114.6,2.0,img.autobytel.com/2016/audi/a6/2-550-oemexteriorfront1300-76771.jpg,2016 Audi A6,2016
2016 Audi A6 - 3.0T Plus quattro Sedan,57400.0,8.0,333.0,19.8,20.0,29.0,5.0,57.8,194.2,73.8,114.6,2.0,img.autobytel.com/2016/audi/a6/2-550-oemexteriorfront1300-76772.jpg,2016 Audi A6,2016
2016 Audi A6 - 3.0 TDI Plus quattro Sedan,59500.0,8.0,240.0,19.2,25.0,38.0,5.0,57.8,194.2,73.8,114.6,0.0,img.autobytel.com/2016/audi/a6/2-550-oemexteriorfront1300-76773.jpg,2016 Audi A6,2016
2016 Audi A6 - FWD Sedan,46200.0,7.0,252.0,19.8,24.0,34.0,5.0,57.8,194.2,73.8,114.6,2.0,img.autobytel.com/2016/audi/a6/2-550-oemexteriorfront1300-76774.jpg,2016 Audi A6,2016
2015 Audi A6 - 2.0T quattro Sedan,46900.0,8.0,220.0,19.8,20.0,29.0,5.0,57.8,193.9,73.8,114.7,2.0,img.autobytel.com/2015/audi/a6/3-550-060314%20audi%20a6%202015-74124.jpg,2015 Audi A6,2015
2015 Audi A6 - 3.0T Plus quattro Sedan,56300.0,8.0,310.0,19.8,18.0,27.0,5.0,57.8,193.9,73.8,114.7,2.0,img.autobytel.com/2015/audi/a6/3-550-060314%20audi%20a6%202015-74125.jpg,2015 Audi A6,2015
2015 Audi A6 - 3.0 TDI Plus quattro Sedan,58700.0,8.0,240.0,19.2,24.0,38.0,5.0,57.8,193.9,73.8,114.7,0.0,img.autobytel.com/2015/audi/a6/3-550-060314%20audi%20a6%202015-74126.jpg,2015 Audi A6,2015
2015 Audi A6 - FrontTrak FrontTrak Sedan,44800.0,0.0,220.0,19.8,25.0,33.0,5.0,57.8,193.9,73.8,114.7,2.0,img.autobytel.com/2015/audi/a6/3-550-060314%20audi%20a6%202015-74127.jpg,2015 Audi A6,2015
2014 Audi A6 - 2.0T quattro Sedan,45200.0,8.0,220.0,19.8,20.0,29.0,5.0,57.8,193.9,73.8,114.7,2.0,img.autobytel.com/2014/audi/a6/3-550-060314%20audi%20a6%202014-71261.jpg,2014 Audi A6,2014
2014 Audi A6 - 3.0T Plus quattro Sedan,55100.0,8.0,310.0,19.8,18.0,27.0,5.0,57.8,193.9,73.8,114.7,2.0,img.autobytel.com/2014/audi/a6/3-550-060314%20audi%20a6%202014-71262.jpg,2014 Audi A6,2014
2014 Audi A6 - 3.0 TDI Plus quattro Sedan,57500.0,8.0,240.0,19.8,24.0,38.0,5.0,57.8,193.9,73.8,114.7,0.0,img.autobytel.com/2014/audi/a6/3-550-060314%20audi%20a6%202014-71263.jpg,2014 Audi A6,2014
2014 Audi A6 - FrontTrak FrontTrak Sedan,43100.0,0.0,220.0,19.8,25.0,33.0,5.0,57.8,193.9,73.8,114.7,2.0,img.autobytel.com/2014/audi/a6/3-550-060314%20audi%20a6%202014-71264.jpg,2014 Audi A6,2014
2013 Audi A6 - 2.0T Premium quattro Sedan,44400.0,8.0,211.0,19.8,20.0,30.0,5.0,57.8,193.9,73.8,114.7,2.0,img.autobytel.com/2013/audi/a6/2-550-oemexteriorfront-68609.jpg,2013 Audi A6,2013
2013 Audi A6 - 3.0T Premium quattro Sedan,50400.0,8.0,310.0,19.8,18.0,27.0,5.0,57.8,193.9,73.8,114.7,2.0,img.autobytel.com/2013/audi/a6/2-550-oemexteriorfront-68610.jpg,2013 Audi A6,2013
2013 Audi A6 - FrontTrak FrontTrak Sedan,42200.0,0.0,211.0,19.8,25.0,33.0,5.0,57.8,193.9,73.8,114.7,2.0,img.autobytel.com/2013/audi/a6/2-550-oemexteriorfront-68611.jpg,2013 Audi A6,2013
2012 Audi A6 - Premium (Tiptronic) quattro Sedan,49900.0,8.0,310.0,19.8,19.0,28.0,5.0,57.8,193.9,73.8,114.7,2.0,img.autobytel.com/2012/audi/a6/2-550-oemexteriorfront-66328.jpg,2012 Audi A6,2012
2012 Audi A6 - (Multitronic) FrontTrak FrontTrak Sedan,41700.0,0.0,211.0,19.8,25.0,33.0,5.0,57.8,193.9,73.8,114.7,2.0,img.autobytel.com/2012/audi/a6/2-550-oemexteriorfront-66329.jpg,2012 Audi A6,2012
2011 Audi A6 - 3.0 Premium quattro Sedan,50200.0,6.0,300.0,21.1,18.0,26.0,5.0,57.4,193.5,73.0,111.9,2.0,img.autobytel.com/2011/audi/a6/2-550-oemexteriorfront-63794.jpg,2011 Audi A6,2011
2011 Audi A6 - 4.2 Prestige (Tiptronic) quattro Sedan,59150.0,6.0,350.0,21.1,16.0,24.0,5.0,57.4,193.5,73.0,111.9,2.0,img.autobytel.com/2011/audi/a6/2-550-oemexteriorfront-63795.jpg,2011 Audi A6,2011
2011 Audi A6 - quattro quattro Avant,53310.0,6.0,300.0,21.1,18.0,26.0,5.0,58.2,194.2,73.0,111.9,2.0,img.autobytel.com/2011/audi/a6/2-550-oemexteriorfront-63796.jpg,2011 Audi A6,2011
2011 Audi A6 - FrontTrak FrontTrak Sedan,45200.0,0.0,265.0,21.1,21.0,30.0,5.0,57.4,193.5,73.0,111.9,2.0,img.autobytel.com/2011/audi/a6/2-550-oemexteriorfront-63797.jpg,2011 Audi A6,2011
2010 Audi A6 - quattro quattro Avant,53310.0,6.0,300.0,21.1,18.0,26.0,5.0,58.2,194.2,73.0,111.9,2.0,img.autobytel.com/2010/audi/a6/2-550-oemexteriorfront-53048.jpg,2010 Audi A6,2010
2010 Audi A6 - 3.0 Premium quattro Sedan,50200.0,6.0,300.0,21.1,18.0,26.0,5.0,57.4,193.5,73.0,111.9,2.0,img.autobytel.com/2010/audi/a6/2-550-oemexteriorfront-53049.jpg,2010 Audi A6,2010
2010 Audi A6 - FrontTrak FrontTrak Sedan,45200.0,0.0,265.0,21.1,18.0,28.0,5.0,57.4,193.5,73.0,111.9,2.0,img.autobytel.com/2010/audi/a6/2-550-oemexteriorfront-53051.jpg,2010 Audi A6,2010
2010 Audi A6 - 4.2 Prestige quattro Sedan,59150.0,6.0,350.0,21.1,16.0,23.0,5.0,57.4,193.5,73.0,111.9,2.0,img.autobytel.com/2010/audi/a6/2-550-oemexteriorfront-53111.jpg,2010 Audi A6,2010
2009 Audi A6 - 3.0 Premium quattro Sedan,50100.0,6.0,300.0,21.1,18.0,26.0,5.0,57.4,193.5,73.0,111.9,2.0,img.autobytel.com/2009/audi/a6/2-550-oemexteriorfront-51390.jpg,2009 Audi A6,2009
2009 Audi A6 - quattro quattro Station Wagon,53310.0,6.0,300.0,21.1,18.0,26.0,5.0,58.2,194.2,73.0,111.9,2.0,img.autobytel.com/2009/audi/a6/2-550-oemexteriorfront-51391.jpg,2009 Audi A6,2009
2009 Audi A6 - FrontTrak FrontTrak Sedan,45100.0,0.0,255.0,21.1,18.0,27.0,5.0,57.4,193.5,73.0,111.9,2.0,img.autobytel.com/2009/audi/a6/2-550-oemexteriorfront-51392.jpg,2009 Audi A6,2009
2009 Audi A6 - 4.2 Prestige quattro Sedan,60950.0,6.0,350.0,21.1,16.0,23.0,5.0,57.4,193.5,73.0,111.9,2.0,img.autobytel.com/2009/audi/a6/2-550-oemexteriorfront-51393.jpg,2009 Audi A6,2009
2008 Audi A6 - FrontTrak FrontTrak Sedan,42950.0,0.0,255.0,21.1,18.0,27.0,5.0,57.4,193.5,79.2,111.9,2.0,img.autobytel.com/2008/audi/a6/2-550-oemexteriorfront-45533.jpg,2008 Audi A6,2008
2008 Audi A6 - quattro quattro Station Wagon,49000.0,6.0,255.0,21.1,17.0,25.0,5.0,58.2,194.2,79.2,111.9,2.0,img.autobytel.com/2008/audi/a6/2-550-oemexteriorfront-45534.jpg,2008 Audi A6,2008
2008 Audi A6 - 3.2 quattro Sedan,46100.0,6.0,255.0,21.1,17.0,25.0,5.0,57.4,193.5,79.2,111.9,2.0,img.autobytel.com/2008/audi/a6/2-550-oemexteriorfront-45535.jpg,2008 Audi A6,2008
2008 Audi A6 - 4.2 quattro Sedan,56300.0,6.0,350.0,21.1,16.0,23.0,5.0,57.4,193.5,79.2,111.9,2.0,img.autobytel.com/2008/audi/a6/2-550-oemexteriorfront-45536.jpg,2008 Audi A6,2008
2007 Audi A6 - FrontTrak FrontTrak Sedan,41950.0,0.0,255.0,21.1,21.0,29.0,5.0,57.4,193.5,79.2,111.9,2.0,img.autobytel.com/2007/audi/a6/2-550-oemexteriorfront-42970.jpg,2007 Audi A6,2007
2007 Audi A6 - quattro quattro Station Wagon,48000.0,6.0,255.0,21.1,19.0,27.0,5.0,58.2,194.2,79.2,111.9,2.0,img.autobytel.com/2007/audi/a6/2-550-threequartersview-42971.jpg,2007 Audi A6,2007
2007 Audi A6 - 3.2 quattro Sedan,45100.0,6.0,255.0,21.1,19.0,27.0,5.0,57.4,193.5,79.2,111.9,2.0,img.autobytel.com/2007/audi/a6/2-550-oemexteriorfront-42974.jpg,2007 Audi A6,2007
2007 Audi A6 - 4.2 quattro Sedan,55300.0,6.0,350.0,21.1,18.0,25.0,5.0,57.4,193.5,79.2,111.9,2.0,img.autobytel.com/2007/audi/a6/2-550-oemexteriorfront-42975.jpg,2007 Audi A6,2007
2006 Audi A6 - quattro Quattro Station Wagon,46870.0,6.0,255.0,21.1,18.0,26.0,5.0,58.2,194.2,79.2,111.9,2.0,img.autobytel.com/2006/audi/a6/2-550-oemexteriorfront-40314.jpg,2006 Audi A6,2006
2006 Audi A6 - 3.2 quattro Sedan,43970.0,6.0,255.0,21.1,19.0,27.0,5.0,57.5,193.5,79.2,111.9,2.0,img.autobytel.com/2006/audi/a6/2-550-oemexteriorfront-40318.jpg,2006 Audi A6,2006
2006 Audi A6 - 4.2 quattro Sedan,53770.0,6.0,335.0,21.1,17.0,23.0,5.0,57.4,193.5,79.2,111.9,2.0,img.autobytel.com/2006/audi/a6/2-550-oemexteriorfront-40391.jpg,2006 Audi A6,2006
2006 Audi A6 - FrontTrak FrontTrak,40820.0,0.0,255.0,21.1,21.0,29.0,5.0,57.5,193.5,79.2,111.9,2.0,img.autobytel.com/2006/audi/a6/2-550-oemexteriorfront-41430.jpg,2006 Audi A6,2006
2005 Audi A6 - 3.2,41900.0,6.0,255.0,21.1,19.0,26.0,5.0,57.5,193.5,79.2,111.9,2.0,img.autobytel.com/2005/audi/a6/2-550-oemexteriorfront-38771.jpg,2005 Audi A6,2005
2005 Audi A6 - 4.2,51500.0,6.0,335.0,21.1,17.0,23.0,5.0,57.4,193.5,79.2,111.9,2.0,img.autobytel.com/2005/audi/a6/2-550-oemexteriorfront-38772.jpg,2005 Audi A6,2005
2004 Audi A6 - FrontTrak FrontTrak Sedan,37200.0,0.0,220.0,18.5,20.0,27.0,5.0,57.2,192.0,76.1,108.7,2.0,img.autobytel.com/2004/audi/a6/2-550-oemexteriorfront-32326.jpg,2004 Audi A6,2004
2004 Audi A6 - 3.0 (A5) quattro Sedan,39450.0,5.0,220.0,18.5,18.0,26.0,5.0,57.1,192.0,76.1,108.6,2.0,img.autobytel.com/2004/audi/a6/2-550-oemexteriorfront-32327.jpg,2004 Audi A6,2004
2004 Audi A6 - 2.7T (M6) quattro Sedan,42650.0,6.0,250.0,18.5,17.0,24.0,5.0,56.4,192.0,76.1,108.7,2.0,img.autobytel.com/2004/audi/a6/2-550-oemexteriorfront-32328.jpg,2004 Audi A6,2004
2004 Audi A6 - 4.2 (A5) quattro Sedan,49500.0,5.0,300.0,21.7,17.0,25.0,5.0,57.0,193.4,76.1,108.6,2.0,img.autobytel.com/2004/audi/a6/2-550-oemexteriorfront-32330.jpg,2004 Audi A6,2004
2004 Audi A6 - quattro Quattro Station Wagon,40650.0,5.0,220.0,18.5,18.0,26.0,5.0,58.2,192.0,76.1,108.6,2.0,img.autobytel.com/2004/audi/a6/2-550-oemexteriorfront-32331.jpg,2004 Audi A6,2004
2004 Audi A6 - 2.7T S-Line (A5) quattro Sedan,43150.0,5.0,265.0,18.5,18.0,25.0,5.0,56.4,192.0,76.1,108.7,2.0,img.autobytel.com/2004/audi/a6/2-550-oemexteriorfront-37055.jpg,2004 Audi A6,2004
2003 Audi A6 - FrontTrak FrontTrak Sedan,35850.0,0.0,220.0,18.5,20.0,27.0,5.0,57.2,192.0,76.1,108.7,2.0,img.autobytel.com/2003/audi/a6/2-550-oemexteriorfront-26723.jpg,2003 Audi A6,2003
2003 Audi A6 - 3.0 (A5) quattro Sedan,37600.0,5.0,220.0,18.5,18.0,26.0,5.0,57.1,192.0,76.1,108.6,2.0,img.autobytel.com/2003/audi/a6/2-550-oemexteriorfront-26724.jpg,2003 Audi A6,2003
2003 Audi A6 - 2.7T (M6) quattro Sedan,41000.0,6.0,250.0,18.5,17.0,24.0,5.0,56.4,192.0,76.1,108.7,2.0,img.autobytel.com/2003/audi/a6/2-550-oemexteriorfront-26725.jpg,2003 Audi A6,2003
2003 Audi A6 - 2.7T (A5) quattro Sedan,41000.0,5.0,250.0,18.5,17.0,24.0,5.0,56.4,192.0,76.1,108.7,2.0,img.autobytel.com/2003/audi/a6/2-550-oemexteriorfront-26726.jpg,2003 Audi A6,2003
2003 Audi A6 - 4.2 (A5) quattro Sedan,47950.0,5.0,300.0,21.7,17.0,25.0,5.0,57.0,193.4,76.1,108.6,2.0,img.autobytel.com/2003/audi/a6/2-550-oemexteriorfront-26727.jpg,2003 Audi A6,2003
2003 Audi A6 - quattro Quattro Station Wagon,38800.0,5.0,220.0,18.5,18.0,26.0,5.0,58.2,192.0,76.1,108.6,2.0,img.autobytel.com/2003/audi/a6/2-550-oemexteriorfront-26728.jpg,2003 Audi A6,2003
2002 Audi A6 - FWD Front Trak Sedan,35400.0,0.0,220.0,18.5,19.0,25.0,5.0,57.2,192.0,76.1,108.7,2.0,img.autobytel.com/2002/audi/a6/2-550-threequartersview-24150.jpg,2002 Audi A6,2002
2002 Audi A6 - 3.0L (A5) quattro Sedan,37150.0,5.0,220.0,18.5,17.0,25.0,5.0,57.1,192.0,76.1,108.6,2.0,img.autobytel.com/2002/audi/a6/2-550-threequartersview-24151.jpg,2002 Audi A6,2002
2002 Audi A6 - 2.7T (M6) quattro Sedan,39750.0,6.0,250.0,18.5,17.0,24.0,5.0,57.2,192.0,76.1,108.7,2.0,img.autobytel.com/2002/audi/a6/2-550-threequartersview-24152.jpg,2002 Audi A6,2002
2002 Audi A6 - 4.2L (A5) quattro Sedan,49650.0,5.0,300.0,21.7,17.0,25.0,5.0,57.0,193.4,76.1,108.6,2.0,img.autobytel.com/2002/audi/a6/2-550-threequartersview-24154.jpg,2002 Audi A6,2002
2002 Audi A6 - quattro Quattro Station Wagon,38350.0,5.0,220.0,18.5,17.0,25.0,5.0,58.2,192.0,76.1,108.6,2.0,img.autobytel.com/2002/audi/a6/2-550-oemexteriorview-24155.jpg,2002 Audi A6,2002
2001 Audi A6 - quattro Quattro Station Wagon,37350.0,5.0,200.0,18.5,17.0,24.0,5.0,58.2,192.0,76.1,108.6,2.0,img.autobytel.com/2001/audi/a6/2-550-oemexteriorview-56653.jpg,2001 Audi A6,2001
2001 Audi A6 - FWD Sedan,34400.0,5.0,200.0,18.5,17.0,25.0,5.0,57.2,192.0,76.1,108.7,2.0,img.autobytel.com/2001/audi/a6/2-550-oemexteriorview-56655.jpg,2001 Audi A6,2001
2001 Audi A6 - Base (A5) quattro Sedan,36150.0,5.0,200.0,18.5,17.0,24.0,5.0,57.1,192.0,76.1,108.6,2.0,img.autobytel.com/2001/audi/a6/2-550-oemexteriorview-56657.jpg,2001 Audi A6,2001
2001 Audi A6 - 2.7T (A5) quattro Sedan,39500.0,5.0,250.0,18.5,17.0,24.0,5.0,57.2,192.0,76.1,108.6,2.0,img.autobytel.com/2001/audi/a6/2-550-threequartersview-56659.jpg,2001 Audi A6,2001
2001 Audi A6 - 4.2 (A5) quattro Sedan,49400.0,5.0,300.0,21.7,17.0,25.0,5.0,57.0,193.4,76.1,108.6,2.0,img.autobytel.com/2001/audi/a6/2-550-oemexteriorview-56661.jpg,2001 Audi A6,2001
2000 Audi A6 - quattro Quattro Station Wagon,36900.0,5.0,200.0,18.5,17.0,24.0,5.0,58.2,192.0,76.1,108.6,2.0,img.autobytel.com/2000/audi/a6/2-550-oemexteriorview-55146.jpg,2000 Audi A6,2000
2000 Audi A6 - FWD Sedan,33950.0,5.0,200.0,18.5,17.0,26.0,5.0,57.2,192.0,76.1,108.7,2.0,img.autobytel.com/2000/audi/a6/2-550-oemexteriorview-55148.jpg,2000 Audi A6,2000
2000 Audi A6 - Base (A5) quattro Sedan,35700.0,5.0,200.0,18.5,17.0,24.0,5.0,57.1,192.0,76.1,108.6,2.0,img.autobytel.com/2000/audi/a6/2-550-oemexteriorview-55150.jpg,2000 Audi A6,2000
2000 Audi A6 - 2.7T (M6) quattro Sedan,38550.0,6.0,250.0,18.5,17.0,24.0,5.0,57.2,192.0,76.1,108.6,2.0,img.autobytel.com/2000/audi/a6/2-550-oemexteriorview-55154.jpg,2000 Audi A6,2000
2000 Audi A6 - 4.2 (A5) quattro Sedan,48900.0,5.0,300.0,21.7,17.0,24.0,5.0,57.0,193.4,76.1,108.6,2.0,img.autobytel.com/2000/audi/a6/2-550-oemexteriorview-55156.jpg,2000 Audi A6,2000
1999 Audi A6 - AWD Wagon,36600.0,5.0,200.0,18.5,17.0,27.0,5.0,58.2,192.0,71.3,108.6,3.0,img.autobytel.com/1999/audi/a6/2-550-oemexteriorview-53662.jpg,1999 Audi A6,1999
1999 Audi A6 - FWD Sedan,33750.0,5.0,200.0,18.5,17.0,26.0,5.0,57.2,192.0,71.3,108.7,3.0,img.autobytel.com/1999/audi/a6/2-550-oemexteriorview-53663.jpg,1999 Audi A6,1999
1999 Audi A6 - Base,33750.0,5.0,200.0,18.5,17.0,26.0,5.0,57.1,192.0,71.3,108.6,3.0,img.autobytel.com/1999/audi/a6/2-550-oemexteriorview-53664.jpg,1999 Audi A6,1999
2023 Audi S5 - quattro Coupe,55800.0,8.0,349.0,15.3,21.0,30.0,4.0,54.0,184.9,72.7,108.8,2.0,img.autobytel.com/2023/audi/s5/2-550-oem-exterior-front1300-100594.jpg,2023 Audi S5,2023
2023 Audi S5 - quattro Cabriolet,64400.0,8.0,349.0,15.3,21.0,28.0,4.0,54.5,184.9,72.7,108.8,2.0,img.autobytel.com/2023/audi/s5/2-550-oem-exterior-front1300-100595.jpg,2023 Audi S5,2023
2023 Audi S5 - quattro Sportback,55800.0,8.0,349.0,15.3,21.0,30.0,5.0,54.6,187.2,72.6,111.2,2.0,img.autobytel.com/2023/audi/s5/2-550-oem-exterior-front1300-100596.jpg,2023 Audi S5,2023
2022 Audi S5 - quattro Coupe,55300.0,8.0,349.0,15.3,21.0,30.0,4.0,54.0,184.9,72.7,108.8,2.0,img.autobytel.com/2022/audi/s5/2-550-oem-exterior-front1300-97749.jpg,2022 Audi S5,2022
2022 Audi S5 - quattro Cabriolet,63400.0,8.0,349.0,15.3,21.0,28.0,4.0,54.5,184.9,72.7,108.8,2.0,img.autobytel.com/2022/audi/s5/2-550-oem-exterior-front1300-97750.jpg,2022 Audi S5,2022
2022 Audi S5 - quattro Sportback,55300.0,8.0,349.0,15.3,21.0,30.0,5.0,54.6,187.2,72.6,111.2,2.0,img.autobytel.com/2022/audi/s5/2-550-oem-exterior-front1300-97751.jpg,2022 Audi S5,2022
2021 Audi S5 - quattro Cabriolet,60600.0,8.0,349.0,15.3,20.0,26.0,4.0,54.5,184.9,72.7,108.8,2.0,img.autobytel.com/2021/audi/s5/2-550-oemexteriorfront1300-93902.JPG,2021 Audi S5,2021
2021 Audi S5 - quattro Sportback,52500.0,8.0,349.0,15.3,20.0,28.0,5.0,54.6,187.2,72.6,111.2,2.0,img.autobytel.com/2021/audi/s5/2-550-oemexteriorfront1300-93903.JPG,2021 Audi S5,2021
2021 Audi S5 - quattro Coupe,52500.0,8.0,349.0,15.3,20.0,28.0,4.0,54.0,184.9,72.7,108.8,2.0,img.autobytel.com/2021/audi/s5/2-550-oem-exterior-front1300-94942.jpg,2021 Audi S5,2021
2020 Audi S5 - quattro Coupe,51900.0,8.0,349.0,15.3,20.0,27.0,4.0,54.0,184.9,72.7,108.8,2.0,img.autobytel.com/2020/audi/s5/2-550-oemexteriorfront1300-93699.JPG,2020 Audi S5,2020
2020 Audi S5 - quattro Cabriolet,60200.0,8.0,349.0,15.3,19.0,26.0,4.0,54.5,184.9,72.7,108.8,2.0,img.autobytel.com/2020/audi/s5/2-550-oemexteriorfront1300-93700.JPG,2020 Audi S5,2020
2020 Audi S5 - quattro Sportback,51900.0,8.0,349.0,15.3,20.0,27.0,5.0,54.6,187.2,72.6,111.2,2.0,img.autobytel.com/2020/audi/s5/2-550-oemexteriorfront1300-93701.JPG,2020 Audi S5,2020
2019 Audi S5 - quattro Coupe,52400.0,8.0,349.0,15.3,21.0,30.0,4.0,53.9,184.7,72.7,108.8,2.0,img.autobytel.com/2019/audi/s5/2-550-oemexteriorfront1300-89768.jpg,2019 Audi S5,2019
2019 Audi S5 - quattro Cabriolet,65100.0,8.0,349.0,15.3,21.0,29.0,4.0,54.4,184.7,72.7,108.9,2.0,img.autobytel.com/2019/audi/s5/2-550-oemexteriorfront1300-89769.jpg,2019 Audi S5,2019
2019 Audi S5 - quattro Sportback,52400.0,8.0,349.0,15.3,21.0,30.0,5.0,54.5,187.1,72.6,111.2,2.0,img.autobytel.com/2019/audi/s5/2-550-oemexteriorfront1300-89770.jpg,2019 Audi S5,2019
